review,sentiment
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 191),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 191)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 192)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 192)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 193),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 193),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 194),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 194),negative
The performances were stellar. A beautiful story about love and loss. (Instance 195),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 195),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 196),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 196),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 197),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 197),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 198),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 198)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 199),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 199)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 200),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 200),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 201),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 201)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 202)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 202)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 203),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 203),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 204),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 204),negative
The performances were stellar. A beautiful story about love and loss. (Instance 205),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 205),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 206),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 206),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 207),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 207),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 208),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 208)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 209),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 209)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 210),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 210),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 211),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 211)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 212)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 212)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 213),positive
